phone number	request
thank you good bye	thankyou
french	inform
may i have the phone number please	request
it doesnt matter	inform
noise	null
type of food	request
thank you good bye	thankyou
okay phone number	request
what food is available in the south part of town	request
mediterranean restaurant in any part of town	inform
and the phone number	request
i am looking for an expensive restaurant that serves australian food	inform
moderately priced restaurant	inform
how about italian	reqalts
sea food	inform
wrong	deny
what is the area	request
south	inform
and whats their address	request
thank you good bye	thankyou
phone number	request
what type of food do they serve	request
phone number	request
dont care	inform
noise	null
thank you good bye	thankyou
south	inform
what is the phone number and address	request
it doesnt matter	inform
can i have the phone number and post code of the venue	request
dont care	inform
thank you good bye	thankyou
phone number	request
what is the phone number and post code	request
yes	affirm
and phone number	request
thank you good bye	thankyou
thank you good bye	thankyou
yes	affirm
chinese	inform
is there anything else	reqalts
and their address	request
unintelligible	null
phone number	request
asian oriental	inform
i want an expensive restaurant that serves african food	inform
im looking for a restaurant in the west part of town	inform
i dont care	inform
italian food	inform
yes	affirm
what area is it in	request
what is the address	request
thank you good bye	thankyou
right	affirm
modern european food	inform
phone number	request
let me get the address	request
brazilian food	inform
im looking for portuguese food	inform
whats the address and phone number	request
want to find a restaurant in the west part of town that serves german food	inform
portugese	inform
hi im looking for an restaurant in the center that serves korean food	hello
south part of town	inform
can i have the address and phone number	request
phone number	request
i dont care	inform
i dont care	inform
uh yes im looking for a restaurant that serves afghan food	affirm
noise	null
how about italian	reqalts
im looking for a	inform
thank you good bye	thankyou
no	negate
turkish	inform
barbecue	inform
okay ah wha whats the address	request
can i get the price range	request
kosher food	inform
unintelligible	null
doesnt matter	inform
west	inform
chinese food	inform
okay	null
how about french	reqalts
any food	inform
i dont care	inform
russian	inform
thank you good bye	thankyou
thank you good bye	thankyou
east part of town	inform
any	inform
how about chinese	reqalts
and what type of food do they serve	request
how about chinese food	reqalts
what is the address	request
whats the address	request
any part of town	inform
what is the address and phone number	request
yes im looking for english food	affirm
thank you good bye	thankyou
tuscan	inform
what is the phone number	request
thank you good bye	thankyou
thank you good bye	thankyou
im looking for a restaurant in the center part of town that serves unusual food	inform
can i get the phone number	request
post code	request
noise	null
expensive restaurant serving kosher food	inform
yes	affirm
whats the address	request
what type of food	request
um moderate	inform
address	request
how about asian oriental	reqalts
whats the address	request
russian food	inform
yes	affirm
sil	null
cheap restaurant welsh food	inform
whats the address	request
im looking for a restaurant in any area that serves russian food	inform
whats the address	request
expensive restaurant expensive restaurant east	inform
thank you good bye	thankyou
repeat	repeat
noise	null
phone number and area	request
kosher food	inform
is there a restaurant serving italian food	reqalts
swedish food	inform
noise	null
catalan food	inform
sil	null
noise	null
thank you good bye	thankyou
european	inform
cheap price range	inform
thank you good bye	thankyou
i would like to find a cheap restaurant and it should be in the south	inform
whats the address	request
phone number	request
id like moderately priced moroccan food	inform
whats the price range	request
area	request
what about british food	reqalts
whats the address	request
i dont care	inform
what kind of food do they serve	request
thank you good bye	thankyou
moderately priced	inform
eartrain	inform
may i have the address and phone number	request
do you have a place that serves turkish food	inform
what is the post code	request
thank you good bye	thankyou
can i get a	null
thank you good bye	thankyou
does it serve gastropub	confirm
expensive restaurant	inform
i want to find a restaurant in the north part of town and it should serve	inform
singaporean food	inform
whats the phone number	request
what is the phone number	request
yes	affirm
the phone number	request
im looking for a restaurant that serves japanese food in the north part of town	inform
moroccan food	inform
um address	request
may i have the phone number	request
north	inform
i want a moderately priced restaurant in the south part of town	inform
dont care	inform
okay whats the address	request
sea food restaurant	inform
phone number	request
i dont care	inform
how about one serving unintelligible food	reqalts
thank you good bye	thankyou
i need a cheap restaurant in the west part of town	inform
and their phone number	request
address	request
yeah do you have thai food	affirm
im looking for an expensive restaurant in the south part of town	inform
it does not matter	inform
moderate	inform
venetian	inform
whats the address	request
unusual food	inform
im sorry	null
um modern european food	inform
uh i want the address of the or the address of the mediterranean food part	request
a moderately priced fusion food	inform
phone number	request
it doesnt matter	inform
thank you good bye	thankyou
what are my other options	reqalts
and whats the phone number	request
thank you good bye	thankyou
doesnt matter	inform
can i get the address and phone number	request
south	inform
dont care	inform
unintelligible	null
moroccan food	inform
spanish	inform
thank you good bye	thankyou
thank you good bye	thankyou
cheap	inform
chinese	inform
the east	inform
thank you good bye	thankyou
moderately priced	inform
okay can i get the address	request
what is the address phone number and type of food	request
yes	affirm
restaraunt serving fusion food	inform
how about indian	reqalts
indian	inform
hi im looking for a restaurant in the west part of town	hello
whats the address	request
address	request
whats the address	request
doesnt matter	inform
im looking for a restaurant serving pan asian foo	inform
vietnamese food	inform
thank you good bye	thankyou
okay and um thank you and good bye	bye
phone number	request
british food in the west part of town	inform
chinese food	inform
thank you good bye	thankyou
yeah im looking for a moderately priced restaurant	affirm
can i have the address and the phone number	request
thank you good bye	thankyou
thank you good bye	thankyou
i hate golden wok is there anything else	reqalts
italian food	inform
thank you good bye	thankyou
whats the price range	request
yes	affirm
cough	null
uh okay how about the address	request
greek food	inform
spanish	inform
could i have the address and phone number	request
and the phone number and address	request
good bye	bye
whats the address	request
anything else	reqalts
unintelligible	null
what is the address	request
korean food	inform
thank you good bye	thankyou
their address	request
thank you good bye	thankyou
breath expensive	inform
thank you good bye	thankyou
im looking for an expensive restaurant in the south part of town	inform
unintelligible	null
bye	bye
im looking	null
address	request
does it serve fusion food	confirm
can i have the address and the postcode	request
im looking for cheap restaurants in the north part of town	inform
type of food	request
address	request
post code	request
how about modern europone	reqalts
thank you good bye	thankyou
if there is no such venue how about italian type of food	reqalts
phone number	request
thank you good bye	thankyou
what is the price range	request
restaurant in any area thats	inform
south	inform
noise	null
swedish food expensive	inform
asian oriental	inform
indian food in the south	inform
after	null
address	request
id like an expensive thai restaurant	inform
whats the phone number	request
traditional food	inform
corsica	inform
what about indian food	reqalts
inaudible	null
alright give me the address	request
thank you good bye	thankyou
mediterranean	inform
phone number	request
sil	null
id like a portuguese restaurant	inform
any area	inform
thank you good bye	thankyou
im looking for a cheap restaurant	inform
any	inform
yes	affirm
thank you good bye	thankyou
east	inform
can i get the phone number	request
im looking for an expensive restaurant in the south part of town	inform
address	request
spanish food	inform
i want to find a restaurant	inform
good bye	bye
noise	null
thank you good bye	thankyou
post code	request
sil	null
im looking for a cheap restaurant	inform
east	inform
south	inform
can i get the address	request
address and phone number please	request
thank you good bye	thankyou
im looking for a restaurant that serves romanian food	inform
it doesnt matter	inform
thank you good bye	thankyou
is there a restaurant in the south part of town that serves italian food	reqalts
cantonese food	inform
anything else	reqalts
sil	null
address	request
thank you good bye	thankyou
phone number	request
type of food	request
no	negate
the phone number	request
belgian	inform
i want a moderately priced restaurant in the north part of town	inform
im looking for a moderately priced restaurant that serves tur	inform
whats the address	request
spanish	inform
noise	null
what is the address	request
west part of town	inform
what is the address and phone number	request
whats the phone number	request
and whats the post code	request
phone number	request
noise	null
post code	request
italian food	inform
east part of town	inform
i would like some danish food	inform
and the price range	request
can i get the address phone number and price range	request
thank you good bye	thankyou
unintelligible	null
good bye	bye
chinese oriental	inform
anywhere	inform
thank you bye	thankyou
sil	null
chinese food	inform
im looking for a cheap restaurant in the south part of town	inform
no i dont want chinese i want thai food	deny
a moderately priced restaurant in the west part of town	inform
okay uh thank you and goodbye	thankyou
no african	negate
good bye	bye
im sorry but what about chinese food	reqalts
another	reqalts
post code	request
welsh food	inform
noise	null
in the north part of town	inform
phone number	request
unintelligible	null
thank you good bye	thankyou
okay thank you and good bye	bye
what type of food do they serve	request
malaysian	inform
unintelligible	null
looking for a cheap restaurant that serves spanish food	inform
find me an expensive persian restaurant	inform
sil	null
sil	null
type of food	request
british food	inform
english food	inform
post code	request
noise	null
whats the phone number	request
thank you good bye	thankyou
uh	null
how about cheap	reqalts
yes	affirm
is there anything else	reqalts
thank you good bye	thankyou
thai	inform
phone number	request
unintelligible	null
european food any price	inform
i want to find an expensive restaurant in the south part of town	inform
dont care	inform
i dont care	inform
thank you good bye	thankyou
noise	null
address	request
serves turkish food	inform
mediterranean	inform
can i find a restaurant	inform
thank you good bye	thankyou
okay how about chinese food	reqalts
im looking for an expensive restaurant that serves gastropub food	inform
im looking for a restaurant in the south part of town that serves indian	inform
thank you good bye	thankyou
south	inform
address	request
moderate	inform
sil	null
medium	null
thank you	thankyou
anything else	reqalts
i dont care	inform
what type of food	request
no	negate
whats the phone number	request
moderately priced	inform
turkish	inform
thank you goodbye	thankyou
expensive restaurant in the east	inform
im looking for a greek restaurant	inform
um portuguese food	inform
phone number	request
i dont care	inform
on the rest and the	null
im looking for an expensive restaurant that serves unintelligible food	inform
north	inform
noise	null
i dont care	inform
yes	affirm
system	null
does it serve canapes food	confirm
could i have a cheap restaurant	inform
thank you good bye	thankyou
how about indian food	reqalts
thank you good bye	thankyou
sil	null
cuban	inform
thank you good bye	thankyou
i want a moderately priced restaurant in the west part of town	inform
any price range	inform
is there anything else	reqalts
goodbye	bye
breath can i get a restaurant serving chinese food	inform
greek	inform
hello and welcome to the cambridge	hello
thank you good bye	thankyou
moroccan	inform
yes	affirm
restaurant in west part of town	inform
noise	null
post code	request
hungarian	inform
cough	null
and whats the post code	request
thank you good bye	thankyou
im looking for polynesian food	inform
what is the phone number	request
address and postcode	request
i would like afghan food	inform
good bye	bye
can i have the phone number	request
do they serve	null
west	inform
what type of food	request
thai	inform
any	inform
right	affirm
um doesnt mater	inform
whats the address	request
polish food	inform
and the telephone number	request
whats the phone number	request
id like a restaurant in the south part of town that serves cuban	inform
start over	restart
noise i am looking for a restaurant	inform
vietnamese	inform
thank you goodbye	thankyou
russian	inform
stop	bye
thank you goodbye	thankyou
anything else	reqalts
address	request
vietnamese	inform
what is the phone number	request
yeah	affirm
what is the phone number	request
noise	null
yes	affirm
id like to find a cheap restaurant serving mexican	inform
thank you good bye	thankyou
moderate	inform
moderately priced west part of town	inform
thank	thankyou
vietnamese	inform
i want italian food	inform
type of food do they serve	request
thank you good bye	thankyou
international	inform
what about swedish	reqalts
uh thank you good bye	thankyou
serving	null
any price range	inform
how about european	reqalts
im looking for a cheap restaurant that serves turkish	inform
thank you good bye	thankyou
yea im looking for a moderately priced restaurant in the south of town	inform
is there anything else	reqalts
uh west	inform
scandinavian	inform
moderately priced restaurant	inform
address phone number post code	request
um moderate	inform
phone number	request
is there anything else	reqalts
unusual food	inform
thank you good bye	thankyou
may i have the address	request
address and phone number	request
post code	request
uh thank you good bye	thankyou
mexican food	inform
find me a restaurant serving italian food	inform
i am looking for a restaurant in the center that serves korean food	inform
im looking for a restaurant in the east part that serves creative food	inform
phone number	request
im looking for greek food	inform
thank you good bye	thankyou
noise	null
cool whats the address	request
i dont care	inform
greek	inform
anything else	reqalts
and whats their price range	request
phone number	request
modereate	inform
north	inform
moderate	inform
how about chinese food	reqalts
what is the address	request
moderately priced	inform
address	request
post code	request
im looking for a turkish restaurant in the east part of town	inform
i dont care	inform
thank you good bye	thankyou
french	inform
expensive restaurant	inform
i want a cheap restaurant in the north part of town	inform
thank you goodbye	thankyou
turkish	inform
is it an expensive restaurant	confirm
in the inner south	inform
restaurant in the north part of town that serves french	inform
phone number	request
pan asian	inform
south part of town	inform
is there anything else	reqalts
european	inform
how about thai food	reqalts
no	negate
carrier	null
im looking for a moderately priced restaurant that serves vietnamese food	inform
may i have the address please	request
phone number	request
noise	null
please let me have the address	request
thank you good bye	thankyou
dont care	inform
phone number	request
do they serve korean food	confirm
how about thai food	reqalts
any	inform
japanese food	inform
north	inform
moderate ly	inform
whats the address	request
phone number	request
east	inform
no	negate
no	negate
the center of town	inform
breath no malaysian food	negate
thank you good bye	thankyou
what is the phone number	request
what is the phone number and address	request
sil	null
noise	null
uh what about indian	reqalts
how about italian food	reqalts
i want a cheap restaurant in the north part of town	inform
thank you good bye	thankyou
spanish	inform
anything else	reqalts
could i have the phone number please	request
what is the address	request
ya im looking for a restaurant serving persian food	inform
thank you good bye	thankyou
start over	restart
may i have its address	request
chinese restaurant please	inform
can i get the address and phone number	request
anything else	reqalts
any price range	inform
expensive	inform
indian	inform
what is the address	request
how about a moderately priced restaurant that serves spani	reqalts
a moderately priced restaurant in the	inform
west	inform
area	request
im looking for a restaurant in the north part of town	inform
and whats the postal code	null
any	inform
what is the address	request
singaporean	inform
food	inform
type of food do they serve	request
catalan	inform
i want to find indian food then	inform
thai	inform
middle	inform
any	inform
address	request
any area cuban food	inform
id like a cheap restaurant that serves steakhouse	inform
thank you good bye	thankyou
type of food	request
noise	null
whats the code	null
im looking for hungarian food in the north of town	inform
thank you good bye	thankyou
address	request
phone number	request
i want a turkish restaurant in the center part of town	inform
im looking for a thai restaurant	inform
is their korean food	inform
im looking for a moderately priced restaurant	inform
any	inform
a moderately priced restaurant	inform
does it serve kitalian food	confirm
im looking for a moderately priced restaurant that serves bistro	inform
im looking for an expensive restaurant in the east part of town	inform
how about european food	reqalts
polish food	inform
im looking for a restaurant	inform
scandinavian	inform
im looking for an expensive restaurant that serves korean food	inform
thank you good bye	thankyou
okay thank you good bye	thankyou
can i get an address phone number and post code	request
what type of food do they serve	request
sil	null
type of food	request
caribbean food	inform
may i get the price range	request
what is available in the ar	null
sil	null
uh yes	affirm
how about a korean restaurant	reqalts
thank you good bye	thankyou
noise	null
any kind	inform
looking for expensive kosher food	inform
unintelligible expensive	inform
how about korean	reqalts
yes	affirm
i want to know the phone number	request
im looking for an expensive restaurant that serves european food	inform
how about modern european	reqalts
phone number	request
whats the address	request
address	request
thank you good bye	thankyou
what type of food	request
thank you good bye	thankyou
i want to find a cheap restaurant	inform
noise	null
thank you good bye	thankyou
phone number	request
address	request
thank you good bye	thankyou
the south	inform
gastropub restaurant	inform
what is the address	request
yes	affirm
what is the phone number	request
british	inform
italian	inform
i dont want vietnamese food	deny
kind i have the address	request
thank you good bye	thankyou
how about italian food	reqalts
expensive restaurant	inform
no there is no such venue how about portuguese food	negate
cheap in the east part of town	inform
im looking for a moderately priced restaurant	inform
expensive restaurant	inform
no im looking in the south of the town	negate
thank you good bye	thankyou
thank you good bye	thankyou
address	request
kay what is the addre	ack
any	inform
moderately priced restaurant in the west part of town	inform
can i have the price range	request
i am looking for	inform
address	request
gastropub	inform
phone number	request
chinese food	inform
price range	request
may i have the phone number and post code	request
okay thank you and good bye	bye
see phone number and address	request
yes in the cheap price range	affirm
moderately priced	inform
unintelligible	null
sil	null
creative food	inform
whats the address	request
yes	affirm
any food	inform
west part of town	inform
dont care	inform
italian food	inform
thank you good bye	thankyou
thank you good bye	thankyou
back	repeat
barbecue	inform
cheap	inform
what kind of food do they serve	request
okay can i have the address	request
phone number	request
phone number	request
whats its address	request
is there anything else	reqalts
sil	null
indian food	inform
thank you good bye	thankyou
i need a moderately priced restaurant serving world food	inform
phone number	request
what is the address of the missing sock	request
any	inform
thank you goodbye	thankyou
moderately restaurant	inform
alright thank you bye	thankyou
what is the post code	request
fusion food	inform
asian oriental	inform
unintelligible	null
breath thank you very much goodbye	thankyou
7:30	null
hungarian food	inform
in the east part of the town	inform
thank you good bye	thankyou
im looking for a moderately priced	inform
whats the post code	request
i want a restaurant in the center	inform
okay show me the least	ack
and whats the price range	request
west	inform
phone number	request
what is the address	request
i dont care	inform
british	inform
south part of town	inform
gastropub	inform
phone number	request
indian food	inform
mediterranean food	inform
does it serve	request
i dont care	inform
in an expensive restaurant	inform
yes	affirm
phone number	request
the south side	inform
african food	inform
thank you good bye	thankyou
whats the phone number	request
thank you good bye	thankyou
may i have the address and phone number for that venue	request
thank you goodbye	thankyou
kay can i have the address phone number and the area	request
turkish	inform
thank you good bye	thankyou
im looking for belgian food in the south part of town	inform
goodbye	bye
i dont care	inform
okay what is the address and phone number	request
any	inform
i dont care	inform
yes	affirm
noise can i get the address and phone number	request
i dont care	inform
thank you good bye	thankyou
area	request
unintelligible	null
thank you good bye	thankyou
im looking for a moderately priced restaurant in the north	inform
okay uh how bout british food	inform
i dont care	inform
ah im looking for a restaurant in the center serving french food	inform
the post code	request
how about italian food	reqalts
thank you good bye	thankyou
im looking for an expensive restaurant in the south part of town	inform
i dont care	inform
want something in the south side of town thats moderately priced	inform
the south	inform
yes in the south part of town	affirm
indian	inform
gastro pub	inform
phone number	request
phone number	request
moderate	inform
im looking for a eritrean restaurant	inform
and what is the post code	request
thank you good bye	thankyou
british	inform
inaudible	null
unintelligible	null
i dont care	inform
iam looking for a restaurant in the center	inform
is there anything else	reqalts
yes indian food	affirm
address	request
the address	request
can i have the address and post code	request
gastropub	inform
okay thank you good bye	thankyou
thank you good bye	thankyou
yes	affirm
what is the phone number	request
address	request
no	negate
phone number	request
whats their address	request
east	inform
and can i have the post code	request
looking for a restaurant in the east part of town	inform
phone number	request
and is this a moderately priced restaurant	confirm
irish food	inform
uh no im loo ah change it to british	negate
phone	request
address	request
price range	request
thank you good bye	thankyou
barbecue food	inform
uh i need one in the cheap price range	inform
what is the post code	request
whats the address	request
expensive	inform
thank you goodbye	thankyou
steak house	inform
unintelligible	null
noise	null
italian food	inform
im trying to find a cheap restaurant in the east of town	inform
what is the address	request
thank you good bye	thankyou
no	negate
whats the address	request
phone number	request
what about a spanish restuarant	inform
what about chinese food	reqalts
fancy restaurant moroccan food	inform
how about indian food	reqalts
area	request
any	inform
thank you	thankyou
thank you goodbye	thankyou
yeah	affirm
address	request
what is the phone number	request
good bye	bye
yes	affirm
how about british type of food	reqalts
looking for an expensive restaurant in the south part of town	inform
thank you good bye	thankyou
noise	null
what is the phone number	request
north	inform
noise	null
yes	affirm
what is the phone number	request
expensive	inform
what is the address	request
thank you good bye	thankyou
what is the address	request
noise	null
type of food	request
thank you good bye	thankyou
whats the phone number	request
im looking for something in the south part of town that serves creative	inform
i dont care	inform
kay	ack
change that to chinese food	inform
noise	null
may i have the address phone	request
whats the address	request
yes	affirm
thank you goodbye	thankyou
north part of town	inform
what is the address	request
thank you goodbye	thankyou
phone number	request
east	inform
food	inform
thank you good bye	thankyou
aristrain	null
vietnamese vietnamese food	inform
phone number	request
thank you good bye	thankyou
how about asian food	reqalts
any	inform
thank you good bye	thankyou
yes im looking for barbecue food	affirm
yes	affirm
no eritrean food	negate
thai food	inform
thank you good bye	thankyou
what is the price range	request
phone number	request
korean	inform
south	inform
yes	affirm
how about indian food	reqalts
moderate	inform
what type of food do they ser	request
thank you good bye	thankyou
can i get the phone number	request
im looking for an expensive restaurant serving french food	inform
thank you good bye	thankyou
whats the address	request
what type of food does it serve	request
the phone number	request
anything else	reqalts
cheap	inform
any	inform
what type of food does it serve	request
i need a restaurant in the west part of town that serves europ	inform
thank you good bye	thankyou
system	null
korean food	inform
may i have the phone number and post code please	request
thank you goodbye	thankyou
the phone number	request
what about european food	reqalts
thank you good bye	thankyou
address	request
how about cheap portuguese food	reqalts
any area expensive price range	inform
what is the price range	request
post code	request
any	inform
uh is there a steak house	inform
thank you goodbye	thankyou
im looking for a restaurant in the south part	inform
um anything else	inform
can i have the address and price range	request
yes	affirm
address	request
whats the price range	request
italian food	inform
yes	affirm
and the post code	request
thank you good bye	thankyou
chinese food	inform
thank you good bye	thankyou
im looking for a cheap restaurant in the south part of town	inform
address	request
any	inform
any	inform
mexican food	inform
address	request
whats the address	request
any type of food	inform
thank you good bye	thankyou
address	request
thank you good bye	thankyou
expensive	inform
how about moderate	reqalts
okay whats the phone number	request
im looking for a restaurant that serves	inform
whats the address	request
thank you good bye	thankyou
what is the phone number	request
american	inform
what is the price range	request
i dont care	inform
thank you good bye	thankyou
what is the address	request
i dont care	inform
whats the address	request
yes	affirm
thank you good bye	thankyou
and whats the post code	request
cheap	inform
any	inform
indian food	inform
give me the address	request
does it serve cheap turkish food	confirm
any type is fine	inform
thank you good bye	thankyou
unintelligible	null
noise	null
anything else	reqalts
pan asian food	inform
south	inform
dont care	inform
unintelligible	null
canapes	inform
anything else	reqalts
what is the address	request
post code	request
worthless system	null
cool give me that phone number	request
yes	affirm
looking for a cheap restaurant in the north part of town	inform
how about indian food	reqalts
is there anything else	reqalts
whats the address	request
im looking for a cheap restaurant in the north part of town	inform
halal food	inform
french noise	inform
is the anything else	reqalts
thank you good bye	thankyou
what is the post code	request
whats the address phone number and price range	request
north	inform
how about indian food	reqalts
it doesnt matter	inform
no	negate
yes a moderately priced restaurant	affirm
cheap restaurant	inform
type of food	request
where is it	request
i dont give a damn about chinese food i want thai food	inform
im looking for a cheap restaurant in the east part of town	inform
any part	inform
im looking for a cheap restaurant in the south part of town	inform
i changed my mind	null
address	request
how about mediterranean food	reqalts
noise	null
how about gastropub food	reqalts
moderate restaurant seafood	inform
phone number	request
cheap restaurant in the east part of town	inform
yes	affirm
noise	null
thank you good bye	thankyou
yes	affirm
thank you good bye	thankyou
thank you good bye	thankyou
any	inform
price range	request
is there another restaurant	reqalts
good bye	bye
anything else	reqalts
thank you	thankyou
phone number	request
okay thank you goodbye	thankyou
thank you goodbye	thankyou
whats the phone number	request
dont care	inform
whats the phone number	request
thank you good bye	thankyou
can i have the phone number and post code	request
what about thai	reqalts
noise	null
whats the price range	request
does it serve korean food	confirm
anything	inform
spanish food	inform
yes indian food	affirm
yes	affirm
next	reqalts
thai food	inform
address and phone number	request
belgium	inform
phone number	request
sil	null
dont care	inform
south	inform
yes uh turkish food in my area	inform
spanish	inform
unintelligible	null
corsica	inform
how bout any price range	reqalts
what is the phone number	request
phone number	request
moderately priced	inform
i want a moderate priced restaurant that serves indian food	inform
im sorry im looking for a moderate priced restaurant	inform
how about mediterranean food	reqalts
are there any	null
no indian food	negate
food	inform
doesnt matter	inform
thank you good bye	thankyou
can i have the address and phone number	request
unintelligible food	inform
thank you good bye	thankyou
european	inform
whats the name	request
im looking for an expensive restaurant in the east	inform
isian food	inform
phone number	request
thank you good bye	thankyou
center	inform
whats the phone number	request
i want a moderately priced restaurant in the north town	inform
yes	affirm
sounds good whats the address	request
is there anything else	reqalts
whats their phone number	request
i would like vietnamese food	inform
cantonese	inform
okay thank you and good bye	bye
french food	inform
yes can i have an expensive restaurant in the east	affirm
phone number	request
thai food	inform
thank you good bye	thankyou
thank you good bye	thankyou
expensive restaurant in the south part of town	inform
cantonese food	inform
i dont care	inform
right	affirm
unintelligible	null
no	negate
moderate	inform
thank you good bye	thankyou
with malaysian food	inform
thank you good bye	thankyou
anything	inform
thank you good bye	thankyou
uh can i get the phone number	request
im looking for an expensive restaurant that serves mediteranian	inform
anything else	reqalts
an expensive restaurant serving thai food	inform
i want to find a moderately priced restaurant that serves vietna	inform
what is the phone number	request
any area	inform
moderately priced restaurant that serves indian food	inform
im looking for a restaurant in the north	inform
location	request
whats the phone number	request
moderate	inform
dont care	inform
gastropub	inform
sil	null
im looking for japanese food	inform
modern european	inform
whats the price range	request
kosher for in the central	inform
thank you good bye	thankyou
i need a restaurant that serves african food	inform
looking for something moderately priced in the north side of town	inform
and the postal code	request
thank you good bye	thankyou
no	negate
im looking for an expensive restaurant serving turkish food	inform
creative food	inform
japanese food	inform
lebanese	inform
how about indian food	reqalts
price range	request
address	request
or	null
i do not care	inform
is there anything else	reqalts
whats the address	request
im looking for a restaurant in the west part of town	inform
any	inform
sil	null
im looking for french food	inform
and the phone number	request
what about moderate price range	reqalts
type of food	request
i want to find a cheap restaurant that serve	inform
phone number	request
cross over	inform
can i have the address	request
west	inform
east part of town	inform
thank you good bye	thankyou
chinese food	inform
looking for persian food	inform
uh indian	inform
thank you good bye	thankyou
how about vietnamese	reqalts
yes	affirm
no	negate
can i have the address phone number and price range	request
north american food	inform
serving modern european food	inform
thank you good bye	thankyou
yes	affirm
could i have their phone number and address please	request
bye	bye
any	inform
address	request
belgian food	inform
id like to find a restaurant serving crossover food	inform
thank you good bye	thankyou
how about korean food	reqalts
im looking for a restaurant in the moderate price range	inform
can i have the address and phone number	request
yes	affirm
gastropub food	inform
moderate	inform
whats the phone number	request
thai food	inform
south	inform
whats the address	request
asian oriental food	inform
thank you good bye	thankyou
i dont care	inform
how about gastropub food	reqalts
thank you good bye	thankyou
what area	request
i am looking for a moderately priced restaurant serving cantonese food	inform
anything else	reqalts
moderate	inform
what is the address and phone number	request
cheap restaurant in the west part of town	inform
telephone number	request
what is the address and phone number	request
im looking for a moderately priced restaurant in the south part of town	inform
portuguese food	inform
is there a restaurant in the east part of town that serves indian food	reqalts
what is the address and phone number	request
danish food	inform
breathing	null
moderately priced restaurant	inform
food	inform
thank you good bye	thankyou
thank you good bye	thankyou
thank you good bye	thankyou
thank you goodbye	thankyou
yes	affirm
vietnamese food	inform
how about thai food	reqalts
how about indian food	reqalts
thank you good bye	thankyou
