yes id like a restaurant in the east part of town that serves indian food	affirm
unintelligible	null
is there a restaurant serving thai food	reqalts
west part of town cheap	inform
south	inform
sil	null
modern european	inform
expensive	inform
unintelligible yeah what about thai food	affirm
what is the phone number	request
post code	request
yes	affirm
address	request
thank you good bye	thankyou
polynesian food	inform
singapore	inform
good bye	bye
phone number	request
what is the address	request
barbecue	inform
and the phone number	request
im looking for a restaurant in the center	inform
can i have the phone number	request
no spanish	negate
and the phone number	request
phone number	request
thank you good bye	thankyou
south	inform
i dont care	inform
thank you good bye	thankyou
im looking for a restaurant in the east part of town that serves australian	inform
cough	null
it doesnt matter	inform
post code	request
um	null
how about one that serves portuguese food	reqalts
phone number	request
thank you good bye	thankyou
thank you good bye	thankyou
noise	null
whats the address and phone number	request
spanish	inform
noise	null
address	request
whats its address	request
yes	affirm
yes barbecue food	affirm
thank you good bye	thankyou
no	negate
thank you good bye	thankyou
thank you good bye	thankyou
expe	null
looking for a restaurant in the center that serves vegetarian food	inform
thank you good bye	thankyou
post code	request
i dont care	inform
what about portuguese food	reqalts
moderately	inform
noise	null
area	request
thai	inform
i do i dont care	inform
thank you good bye	thankyou
i dont care	inform
is there not a mexican restaurant near by	inform
and its in the west part of town	inform
russian food	inform
cheap restaurant in the west part of town	inform
indian food	inform
and what is the other restaurant	reqalts
is that in the north part of town	confirm
north	inform
vietnamese	inform
what is what area is it in	request
and the post code	request
dont care	inform
indian food	inform
post code	request
what is their phone number	request
price range	request
yes	affirm
yes	affirm
thank you good bye	thankyou
can i get the address and phone number	request
sil	null
american	inform
dont care	inform
thank you good bye	thankyou
i need a moderately priced restaurant in the south part of town	inform
what kind of food does it serve	request
yes	affirm
i want something else	reqalts
yes	affirm
it doesnt matter	inform
i need a cheap restaurant in the south part of town	inform
yes im looking for an expensive restaurant and it should serve	affirm
im looking for a moderately priced restaurant in the west part of town	inform
thank you good bye	thankyou
thank you good bye	thankyou
excellent and what is the price range of that venue	request
unintelligible	null
noise	null
im looking for a restaurant moderately pri	inform
italian food	inform
thank you good bye	thankyou
im looking for a moderately priced restaurant in the north	inform
american	inform
european european	inform
yea thank you good bye	affirm
thank you good bye	thankyou
phone number area	request
moderate	inform
post code	request
catalan	inform
okay thank you good bye	thankyou
thank you good bye	thankyou
cantonese food	inform
whats the address	request
noise	null
cheap restaurant	inform
food	inform
can i get address	request
address	request
anything else	reqalts
i dont care	inform
address	request
a chi ok lets look for chinese restaurant	inform
any japanese restaurants	inform
phone number	request
is it in the cheap price range	confirm
im looking for a restaurant in the east part of town that serves chinese food	inform
expensive	inform
any	inform
how about european food	reqalts
yes	affirm
can i have the address	request
korean	inform
thank you good bye	thankyou
thank you good bye	thankyou
unintelligible	null
what is the phone number	request
how about turkish	reqalts
french	inform
im looking for a cheap restaurant	inform
and the price range	request
i dont care	inform
phone number	request
and whats their	null
what is the address and phone number	request
i dont care	inform
thank you bye	thankyou
anything else	reqalts
vietnamese	inform
what is the address	request
kay and ah where is it located	request
noise	null
phone number	request
thank you good bye	thankyou
what is the post co	request
i need an expensive restaurant in the south part of town	inform
spanish	inform
may i have the address please	request
expensive	inform
okay and uh can i get the address	request
i dont care	inform
phone number	request
good bye thank you	thankyou
system	null
im looking for a restaurant in any area that serves belgian food	inform
doesnt matter	inform
what area is it located	request
catalan	inform
what type of food do they serve	request
okay bye	bye
it doesnt matter	inform
good bye	bye
what is the phone number	request
thank you good bye	thankyou
the area of the venue	request
south expensive	inform
phone number	request
what is the phone number	request
scottish	inform
uh expensive restaurant in the south	inform
yes	affirm
moderately priced	inform
japanese food	inform
thai food	inform
may i have the phone number and address	request
um moderate	inform
address price range	request
no	negate
id like an indian restaurant	inform
any kind	inform
how about chinese food	reqalts
address	request
north part of town	inform
good bye	bye
austrian food	inform
restaurant	inform
a cheap restaurant in the east part of town	inform
any price range	inform
thank you good bye	thankyou
south part of town	inform
thank you goodbye	thankyou
no	negate
north part of town	inform
any	inform
what is the address of the missing sock	request
thank you good bye	thankyou
is there a restaurant serving british food	reqalts
is it expensive	confirm
im looking for a moderately priced restaurant	inform
no	negate
no	negate
uh that serves catalan food	inform
anything else	reqalts
address	request
thank you goodbye	thankyou
thank you goodbye	thankyou
what is the phone number and address	request
what is the address	request
cheap	inform
could i have the address	request
thai food	inform
russian food	inform
phone number	request
whats the address	request
any	inform
no i dont want chinese i want thai food	deny
thank you goodbye	thankyou
in what area	request
belgium	inform
thank you good bye	thankyou
east part of town	inform
can i have the post code	request
thank you good bye	thankyou
i dont care	inform
thai food	inform
ah could you give me the address	request
food	inform
care	null
uh cheap restaurant malaysian food	inform
thank you good bye	thankyou
wrong	deny
yes	affirm
anything else	reqalts
the phone number	request
phone number	request
yes	affirm
expensive	inform
thank you goodbye	thankyou
whats the area	request
is there anything else	reqalts
okay thank you good bye	thankyou
what is there anything else	reqalts
north american	inform
price range	request
north	inform
whats the address	request
how about european food	reqalts
and the phone number	request
where	request
north american food	inform
im looking for a restaurant in the north part of town that serves french	inform
polynesian food	inform
yes	affirm
is there anything else	reqalts
mexican	inform
k you goodbye	bye
canape	inform
and the address	request
can i get an expensive	inform
im looking for gastropub food	inform
doesnt matter	inform
thank you and whats the address	request
yes	affirm
a cheap restaurant that serves basque food	inform
moderate	inform
and the post code	request
thank you good bye	thankyou
center	inform
whats the phone number	request
how about vietnamese	reqalts
i want an expensive restaurant in the south part of town	inform
thank you good bye	thankyou
noise	null
noise	null
okay	null
no canapes	negate
indian food	inform
creative food	inform
moderate	inform
what is the address	request
and the phone number	request
k you goodbye	bye
can i get the address	request
looking for cheap barbecue food	inform
what is the phone number	request
west part of town	inform
do you have cuban food	inform
whats the phone number and address	request
thank you good bye	thankyou
thank you good bye	thankyou
thank you good bye	thankyou
address	request
american	inform
thank you goodbye	thankyou
moderate	inform
how about spanish food	reqalts
unintelligible restaurant in the south part of town	inform
im looking for a restaurant in any area it should serve gastropub food	inform
how about italian	reqalts
whats the address	request
the post code	request
south part of town	inform
west	inform
address	request
what about gasper gastropub type o	reqalts
what area is it in	request
i need	null
any price range	inform
phone number	request
i dont care	inform
uh doesnt matter expensive	inform
hi im looking for a moderately priced restaurant in the south part of town	hello
uh i dont care	inform
canape	inform
thank you goodbye	thankyou
im looking for an expensive restaurant serving portuguese foo	inform
south	inform
im looking for a restaurant in the south	inform
does it serve vietnamese food	confirm
thank you good bye	thankyou
thank you good bye	thankyou
east	inform
unintelligible	null
cheap restaurant	inform
good bye	bye
and the post code	request
okay	null
what is the phone number	request
and the phone number	request
and the post code	request
noise hello	hello
im looking for a restaurant serving pan asian foo	inform
dont care	inform
thank you goodbye	thankyou
address phone number and postcode	request
greek food	inform
thank you good bye	thankyou
phone number	request
south	inform
no im looking for pan asian	negate
repeat that	repeat
what is the post code	request
unintelligible	null
system	null
italian food	inform
how about cantonese food	reqalts
thank you good bye	thankyou
what about indian food in the cheap price range	reqalts
system im looking for expensive restaurant	inform
thank you good be	thankyou
west	inform
any area	inform
if there is no such venue how about spanish type of food	inform
what is the address	request
any thing else	null
whats their phone number	request
phone	request
how about asian oriental	reqalts
and the address	request
international food	inform
um then im looking for european food	inform
thank you good bye	thankyou
is there anything else	reqalts
what type of food does it serve	request
yes	affirm
could i have the phone number please	request
thank you good bye	thankyou
what is their phone number	request
what is the address	request
gastropub food	inform
thank you good bye	thankyou
thank you goodbye	thankyou
expensive	inform
cuban food	inform
phone number	request
corsica	inform
moderate priced restaurant that serves spanish food	inform
the type of food	request
im looking for a re	inform
what about kosher food	inform
seafood	inform
type of food	request
whats the address	request
id like a restaurant in the south part of town	inform
im looking for a restaurant in the east part of town serving catalan food	inform
okay can i have the phone number	request
thank you good bye	thankyou
thank you good bye	thankyou
post code	request
i dont care	inform
im looking for a moderately priced restaurant	inform
mediterranean	inform
what is the address	request
portuguese food	inform
what about mediterranean food	inform
price range	request
uh italian	inform
what about british food	reqalts
how bout an indian	inform
phone number	request
east part of town	inform
i dont care	inform
well what about chinese food	inform
ah what have you got for thai food	inform
good bye	bye
i dont care	inform
address	request
thank you good bye	thankyou
whats the phone number	request
whats the phone number	request
is there anything else	reqalts
vietnamese food	inform
thank you good bye	thankyou
serves what	request
phone	request
how about indian food	reqalts
just chinese food in the north part of town	inform
hi im looking for a restaurant in the east art of town	hello
address	request
im looking for an expensive restaurant that serves	inform
thank you good bye	thankyou
uh yes	affirm
thank you good bye	thankyou
could i get the phone number and price range	request
dont care	inform
can i have the phone number and the price range	request
expnsive	inform
address	request
austrian food in the west part of town	inform
no	negate
im searching for a chinese restaurant	inform
looking for a restaurant that serves lebanese food	inform
looking for a cheap restaurant and it should be in the west part of town	inform
whats the phone number	request
im looking for a restaurant in the south part of town	inform
thank you good bye	thankyou
what ever	inform
yes	affirm
whats the address	request
phone number	request
how about italian food	reqalts
noise	null
noise	null
whats the phone number for that restaurant	request
system	null
what about italian	reqalts
and phone number	request
yes	affirm
venetian food	inform
moderate restaurant kosher food	inform
how about portuguese food	reqalts
what type of food	request
phone number	request
what is the price range	request
moderate	inform
uh i want cantonese food	inform
australia asian food	inform
thank you good bye	thankyou
address	request
how about north american food	reqalts
im looking for a restaurant in the north part of town that serves asian oriental food	inform
how about	null
area	request
can i get the address	request
whats the address and phone number	request
anything else	reqalts
phone number	request
thank you good bye	thankyou
sil	null
what area of town are they located	request
give me another one	reqalts
i am looking for catalin food	inform
what is the phone number	request
is there anything else	reqalts
thank you good bye	thankyou
okay how about modern european food	reqalts
thank you good bye	thankyou
gastropub	inform
south	inform
thank you good bye	thankyou
tv_noise any	inform
south town	inform
west killeen	inform
noise address	request
whats the address	request
thank you good bye	thankyou
ah thank you goodbye	thankyou
a restaurant in the west part of town	inform
korean food	inform
phone number	request
what is the addre	request
corsica food	inform
um	null
thank you good bye	thankyou
what is their address and phone number	request
canapes	inform
sil	null
i want to find an expensive restaurant	inform
what is the phone number and price range	request
what is the post code	request
yes	affirm
i want to find a cheap restaurant	inform
im looking for hungarian food in the north of town	inform
uh mediterranean food	inform
im looking for an expensive restaurant in the east part of town	inform
what type of food do they serve	request
looking for a restaurant in the east part of town	inform
im looking for a turkish restaurant	inform
what is the phone number and address	request
i dont care	inform
indian food	inform
what is the address	request
sil	null
what the addre	request
im looking for a moderately priced restaurant in the south part of	inform
im looking for a world food restaurant in the east part of town	inform
anything else	reqalts
thank you good bye	thankyou
it should serve belgian food	inform
price range	request
in the center	inform
expensive	inform
japanese	inform
could i have the address and phone number of the venue	request
whats the post code	request
hi i would like an expensive restaurant in the east part	hello
anything else	reqalts
anything else	reqalts
noise	null
thank you good bye	thankyou
address	request
what is the address	request
indonesian food	inform
it doesnt matter	inform
european food	inform
whats the address	request
uh any	inform
how about spanish	reqalts
im looking for a moderately priced restaurant	inform
i am looking for a cheap restaurant in the east part of town	inform
uh is there a steak house	inform
okay and uh the phone number	request
any	inform
noise phone number	request
im looking for a restaurant in the north part of town serving lebanese food	inform
i dont care noise	inform
corsica	inform
any	inform
uh cheap restaurant	inform
thank you good bye	thankyou
how about north american food	reqalts
whats the address	request
portuguese	inform
type of food	request
thank you good bye	thankyou
i dont care	inform
dont care	inform
north american food	inform
what is the address	request
thank you good bye	thankyou
type of food	request
thank you good bye	thankyou
thank you good bye	thankyou
type	null
okay	null
unintelligible	null
i dont care	inform
cheap	inform
thank you goodbye	thankyou
i want a moderately priced chinese restaurant	inform
find a restaurant in the center of town	inform
thank you good bye	thankyou
address	request
any type	inform
yes	affirm
im looking for a cheap restaurant in the north	inform
im looking for a restaurant in the west part of town that serves halo food	inform
address	request
thank you good bye	thankyou
yes	affirm
sil	null
um an expensive	inform
i dont care	inform
address	request
what is the phone number	request
thank you good bye	thankyou
unintelligible	null
the phone number	request
indonesian food	inform
any part	inform
indian	inform
address	request
moderate	inform
can i have the phone number and the price range	request
is there anything else	reqalts
moderate priced	inform
okay whats its address	request
thank you goodbye	thankyou
phone number	request
could i have the address and phone number please	request
thank you good bye	thankyou
no	negate
uh could i have the phone number	request
may i have the address	request
west	inform
what is the phone number	request
good bye	bye
cheap	inform
australian food	inform
thai food	inform
east	inform
address	request
is it moderately priced	confirm
gastropub	inform
expensive	inform
what is the phone number	request
in the north part of town	inform
thank you good bye	thankyou
find me a portuguese restaurant	inform
south	inform
spanish food	inform
postcode	request
whats the phone number	request
moderate	inform
no	negate
cheap	inform
whats the phone number	request
thank you good bye	thankyou
how about korean food	reqalts
unintelligible	null
address	request
thank	thankyou
what is the address	request
right	affirm
looking for a moderately priced restaurant that serves brazilian	inform
chinese food	inform
vietnamese food	inform
thank you goodbye	thankyou
thank you good bye	thankyou
thank you good bye	thankyou
thank you good bye	thankyou
anything else	reqalts
thank you good bye	thankyou
cheap	inform
uh phone number	request
type of food	request
noise	null
doesnt matter	inform
cheap	inform
cheap price range	inform
any	inform
thank you good bye	thankyou
phone number	request
address	request
east part	inform
chinese food	inform
a moderately priced restaurant that serves vietnamese food	inform
whats the price range	request
wrong	deny
whats the phone number	request
south	inform
im looking for an expensive restaurant in the south part of town	inform
thank you can i have the address phone number	request
yes	affirm
im looking for a cheap restaurant in the north part of town	inform
any	inform
good bye	bye
thank you good bye	thankyou
thank you good bye	thankyou
is there anything else that serves turkish	reqalts
indian food	inform
what is the address	request
price does not matter	inform
whats the phone number	request
italian food	inform
how about portuguese food	reqalts
barbecue food	inform
start over	restart
i need a cheap restaurant in the east part of town	inform
phone number	request
thank you good bye	thankyou
unintelligible	null
id like it to be in the south part of town	inform
what type of food is it	request
any	inform
noise	null
phone number	request
address	request
im looking for an indian restaurant in the north part of town	inform
can i have the address of the venue	request
the phone number	request
whats the address	request
good bye	bye
what about thai food	reqalts
thank you good bye	thankyou
oh anything	inform
for	null
whats your phone number and post code	request
whats the ph	null
looking for an expensive restaurant that serves afghan food	inform
okay can i have the address	request
whats their address	request
noise	null
what is the phone number	request
spanish	inform
thank you good bye	thankyou
west part of town	inform
any area	inform
are there any restaurants serving turkish food	reqalts
thank you good bye	thankyou
yes	affirm
what	null
im looking for belgian food in the south part of town	inform
is there anything else	reqalts
thank you good bye	thankyou
thanks good bye	bye
i dont care	inform
thank you good bye	thankyou
noise	null
good bye	bye
and whats their price range	request
phone number	request
italian	inform
thank you good bye	thankyou
whats the phone number	request
find australian restaurant in north part of town	inform
how about portuguese	reqalts
thank you good bye	thankyou
does it serve vietnamese type of food	confirm
can i get the address and phone number	request
whats the phone number and address	request
any	inform
noise	null
give me the phone number	request
yes cheap spanish restaurant	affirm
no	negate
can i have the address	request
thank you goodbye	thankyou
uh how about north american	reqalts
phone number and address	request
barbecue food	inform
east part	inform
can i have his phone number	request
moderately priced	inform
are there mediterranean restaurants in the center of town	inform
adress	null
thank you good bye	thankyou
could you repeat the phone number	request
okay thank you and good bye	bye
what is the address	request
id like to find a cheap restaurant in the west part of town	inform
whats the phone number	request
north	inform
cheap	inform
thank you good bye	thankyou
is there anything else	reqalts
thank you	thankyou
vietnamese food	inform
phone number	request
east part of town	inform
um what	null
whats the post code	request
polynesian food	inform
thank you goodbye	thankyou
what is the address	request
thai food	inform
i want a restaurant in any area that serves vietnamese food	inform
thank you good bye	thankyou
any price range	inform
is there anything else	reqalts
unintelligible	null
right	affirm
moderate	inform
can i find a restaurant	inform
west	inform
what is the address	request
doesnt matter	inform
thank you good bye	thankyou
east	inform
post code	request
thank you good bye	thankyou
north	inform
that serves in the moderate food price	inform
anything else	reqalts
whats their address	request
im looking for a cheap restaurant in the south part of town	inform
may i have the phone number please	request
unintelligible	null
doesnt matter	inform
may i have the address	request
yes	affirm
can i have the phone number and the address please	request
address	request
dont care	inform
cough	null
and what type of food is that	request
im looking for a cheap vietnamese restaurant	inform
pan asian food	inform
and what type of food	request
hello welcome	hello
im looking for a moderately priced restaurant in the north part of town	inform
okay	null
could i have the area please	request
thank you good bye	thankyou
unintelligible	null
what is one of them	null
i dont care	inform
moderate	inform
american	inform
can i get the phone number	request
can you give me the address	request
vietnamese food	inform
expensive	inform
whats the price range	request
cheap restaurant	inform
spanish food	inform
what is the address and type of food	request
yes	affirm
what is the addre	request
what is the price range	request
would like british food	inform
restaraunt serving fusion food	inform
is there anything else	reqalts
thank you good bye	thankyou
i want a restaurant in the center	inform
how about thai food	reqalts
what about any area	reqalts
thank you good bye	thankyou
dont care	inform
whats the phone number	request
im looking for a restaurant it should serve vietnamese food	inform
whats the phone number	request
yes	affirm
thank you good bye	thankyou
what is the phone number	request
whats the address	request
thank you goodbye	thankyou
can i have the address and the post code please	request
is it in the west part of town	confirm
thank you good bye	thankyou
i need a restaurant that serves thai food	inform
expensive price range	request
post code	request
thank you good bye	thankyou
moderately priced food in the north part of town	inform
british food	inform
i dont care	inform
phone number	request
thank you good bye	thankyou
unintelligible	null
thank you good bye	thankyou
south	inform
what is the phone number	request
thank you good bye	thankyou
uh okay thank you good bye	thankyou
eritrean food in the east part of town	inform
i want moderately priced restaurant it should be in the south part of town	inform
address	request
it doesnt matter	inform
thank you good bye	thankyou
any food	inform
scandinavian	inform
anything else	reqalts
south	inform
what about thai	reqalts
yes yes	affirm
im looking for a cheap restaurant in the north part of town	inform
thank you good bye	thankyou
indian type of food	inform
thank you good bye	thankyou
phone number	request
cheap restaurant	inform
address	request
thank you good bye	thankyou
turkish food	inform
um okay thank you good bye	thankyou
welsh food	inform
how about modern european	reqalts
north	inform
address	request
south area	inform
polynesian	inform
does it serve cuban food	confirm
unintelligible	null
north part of town	inform
dont care	inform
uh restaurant	inform
i need to find a moderately priced restaurant	inform
a restaurant in the center of town serving carraibean food	inform
thank you good bye	thankyou
what is the address	request
thank you good bye	thankyou
south of town	inform
any kind any thing	inform
asian food	inform
unintelligible	null
south part	inform
cough	null
restaurant	inform
asian oriental	inform
any area	inform
im looking for am expensive restaurant in the south part	inform
what is the address and phone number	request
phone number	request
thank you good bye	thankyou
im looking	null
expensive restaurant east part of town	inform
thank you good bye	thankyou
north	inform
french food	inform
thank you goodbye	thankyou
yes	affirm
thank you good bye	thankyou
whats the phone number	request
how about korean food	reqalts
moderately priced	inform
malaysian food	inform
what is the phone number	request
thank you good bye	thankyou
address	request
moderate price range please	inform
british food	inform
expensive	inform
east	inform
east part of town	inform
persian	inform
thank you good bye	thankyou
im looking for a restaurant in the east part of town serving chinese food	inform
phone number and area	request
im looking for a cheap restaurant in the east part of town	inform
is a restaurant in the west part of town that serves	inform
north	inform
okay	null
what type of food do they serve	request
any time	inform
moderately priced restaurant	inform
yes	affirm
great day unintelligible	ack
can i get the address	request
i need thai food	inform
thank you goodbye	thankyou
can i have a restaurant in the center	inform
any price	request
phone number	request
i dont care	inform
lebanese food	inform
west part of town	inform
yes	affirm
what is the address and phone number	request
address	request
doesnt matter	inform
thank you goodbye	thankyou
any	inform
cheap restaurant serving unintellgible food	inform
dont care	inform
does it serve baskaye food	confirm
thank you good bye	thankyou
moderate	inform
how about chinese food	reqalts
south	inform
what is the address	request
looking for a japanese restaurant in the center	inform
okay thank you good bye	thankyou
moderately priced restaurant in the north part of town	inform
the address	request
indian	inform
i dont care	inform
what is the price range	request
i dont care	inform
phone number	request
whats the address and phone number	request
medterranean	inform
yes	affirm
uh price range	request
thank you good bye	thankyou
in the center	inform
asian oriental	inform
east	inform
okay do you have any restaurant that serves italian food	reqalts
what about thai food	reqalts
west	inform
traditional food	inform
no	negate
danish	inform
thank you noise	thankyou
vegetarian food	inform
address and phone number	request
im looking for a restaurant in the west part of town and it sh	inform
thank you and good bye	thankyou
thank you good bye	thankyou
oriental food	inform
how about vietnamese	reqalts
and the phone number	request
what is the address and phone number	request
address	request
north american food	inform
thank you good bye	thankyou
any	inform
noise	null
id like a austrian restaurant in the south part of town	inform
free	null
okay can i have the address	request
cuban food	inform
thank you goodbye	thankyou
yes	affirm
food	inform
address	request
south	inform
is there a greek restaurant	confirm
i want to find a cheap restaurant	inform
south	inform
expensive restaurant	inform
indian	inform
phone number	request
thank you good bye	thankyou
thank you good bye	thankyou
i would like to find a restaurant in the north part of town that serves kosher food	inform
cheap	inform
unintelligible	null
asian oriental	inform
can i get a moderately priced restaurant in the north	inform
phone number	request
south	inform
type of food	request
uh could you repeat that	repeat
any kind	inform
phone number	request
food type	inform
thank you goodbye	thankyou
can i have the address and the price range	request
italian	inform
it doesnt matter	inform
sil	null
it doesnt matter	inform
any	inform
looking for a cheap restaurant	inform
address	request
cheap	inform
i dont care	inform
whats their address	request
phone number	request
no hungarian food	negate
im looking for a cheap restaurant serving international food	inform
i am looking for a restaurant in the north part of town it shou	inform
im looking for an italian restaurant	inform
id like to find	null
mediterranean	inform
thank you	thankyou
what is the phone number	request
serve	null
anything else	reqalts
good bye	bye
noise	null
post code	request
phone number	request
not sure	null
i dont care	inform
thank you good bye	thankyou
seafood	inform
address	request
thank you good bye	thankyou
i dont care	inform
what is the address	request
i dont care	inform
portuguese	inform
im searching for a restaurant in the south part of town that serves	inform
asian oriental	inform
phone number	request
its a restaurant in the south of town that serves italian food	inform
what area	request
do you have the address	request
serving turkish food	inform
thank you good bye	thankyou
i dont care	inform
thank you good bye	thankyou
spanish food	inform
asian	inform
food type	inform
japanese food	inform
it doesnt matter	inform
talking whats the address	request
it doesnt matter	inform
what about chinese food	reqalts
thank you good bye	thankyou
thank you good bye	thankyou
indian type food	inform
unintelligible	null
address	request
hungarian food	inform
thank you goodbye	thankyou
how about one that serves korean food	reqalts
phone number	request
how about italian food	reqalts
i believe you anything else	reqalts
thank you good bye	thankyou
im looking for a moderately priced restaurant in the west part of town	inform
it doesnt matter	inform
phone number	request
could i have the address please	request
west	inform
the north part of town	inform
chinese food	inform
restaurant that serves korean food	inform
vietnamese food	inform
whats the address	request
id like a restaurant in any area that serves vegetarian food	inform
thank you good bye	thankyou
and whats the price range	request
anything else	reqalts
whats the address	request
what is the address and phone number	request
i dont care	inform
phone number	request
sil	null
im looking for a restaurant serving polish food	inform
thank you good bye	thankyou
mediterranean	inform
west side	inform
thank you good bye	thankyou
any area	inform
and	null
thank you good bye	thankyou
i dont care	inform
i want to find a moderately priced restaurant and it should be in the west part of town	inform
their address	request
no	negate
thank you good bye	thankyou
i would like	null
thank you goodbye	thankyou
turkish	inform
world food	inform
doesnt matter	inform
seafood	inform
im looking for a restaurant in the south part of town that serves pan asian food	inform
thank you goodbye	thankyou
phone number	request
korean food expensive	inform
sil	null
may i get the phone number	request
okay thank you good bye	thankyou
noise food	inform
european food	inform
expensive thai food	inform
ah it doesnt matter	inform
any	inform
is there anything else	reqalts
what kind of food do they serve	request
part of town	request
im looking for a cheap restaurant in the east part of town	inform
thank you good bye	thankyou
spanish food	inform
okay	null
mediterranean	inform
how about international food	reqalts
address	request
and the phone number	request
thank you good bye	thankyou
im looking for a expensive restaurant serving mediterranean food	inform
any price range	inform
barbecue	inform
yes	affirm
whats the phone number	request
whats the price range	request
how about asian oriental	reqalts
turkish	inform
whats the address	request
what is the address and postcode	request
portuguese	inform
doesnt matter	inform
gastropub food	inform
how about gastropub type of food	reqalts
asian	inform
thank you good bye	thankyou
international food	inform
turkish food	inform
thank you good bye	thankyou
in the north part of town	inform
right	affirm
sil	null
thank you good bye	thankyou
no	negate
address	request
moderately	inform
south	inform
k you goodbye	bye
whats the phone number	request
may i have the phone number	request
what is the phone number and address	request
address	request
no portuguese	negate
i dont care	inform
area	request
east	inform
dont care	inform
im looking for cheap food	inform
i want a turkish restaurant	inform
south	inform
moderately	inform
unintelligible	null
price range	request
no	negate
good bye	bye
can i get the phone number	request
what about indian food	reqalts
i want to know the phone number	request
italian	inform
okay	null
dont care	inform
what about chinese food	reqalts
swiss food	inform
thank you good bye	thankyou
moderate priced in the north part of town	inform
can i get the address and phone number	request
im looking for an expensive restaurant that serves signaporean food	inform
im looking for a restaurant in the north part of town	inform
im looking for a restaurant in the north part of town	inform
cheap price range	inform
phone number	request
european food	inform
id like a restaurant that serves turkish food	inform
center	inform
thank you good bye	thankyou
thank you good bye	thankyou
